HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAF489100,SPT002,20/09/2015,23/11/2015,25/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04210593,2,101.22,93.6,EUR
CAV095600,QVU001,18/04/2016,08/05/2016,12/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05017197,4,196.56,180,EUR
CAK196400,HSU001,08/09/2015,12/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04153840,8,728.24,680,EUR
CAF489100,CLM001,15/02/2016,26/02/2016,27/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04752979,1,36.36,33.3,EUR
CAF489200,PRE004,01/06/2015,05/06/2015,07/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03727711,4,527.76,488,EUR
CAV519500,PIV001,31/03/2016,08/04/2016,09/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04928645,2,278.72,264,EUR
CAF488900,HSU001,08/06/2015,28/08/2015,31/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03762661,3,471.24,440,EUR
CAF489100,OOT012,13/05/2015,09/06/2015,14/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03621663,5,553.74,512,EUR
CAL993900,GEK001,11/05/2015,17/06/2015,19/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03617233,2,222.76,204,EUR
CAF393300,FTK001,30/11/2015,31/12/2015,03/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04500343,3,171.81,162,EUR
CAG671400,HAB001,14/07/2015,17/07/2015,24/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03919207,7,792.82,740.25,EUR
CAK536700,HIE013,26/06/2015,11/08/2015,15/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03848812,4,318.88,292,EUR
CAH696700,FTK001,18/07/2015,29/07/2015,03/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03935498,5,374.85,350,EUR
CAF488200,RPH001,06/07/2015,27/07/2015,28/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03882305,1,110.47,106.18,EUR
CAG671000,TDP001,22/02/2015,06/03/2015,09/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03211701,3,249.84,231,EUR
CAF392700,HBD001,19/08/2015,05/10/2015,06/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04072355,1,222.69,207.9,EUR
CAL822900,FTK001,07/06/2015,14/06/2015,16/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03760730,2,157.24,144,EUR
CAN553300,RPH001,13/03/2016,16/09/2016,17/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00710802,1,166.56,154.76,EUR
CAI308700,SLX001,15/06/2016,04/07/2016,06/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05269110,2,194.16,184,EUR
CAK981400,HBD001,12/04/2015,20/04/2015,24/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03460185,4,429.68,372,EUR
CAF989600,NVG001,08/10/2015,15/11/2015,18/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04294051,3,300.96,283.8,EUR
CAY208500,GEK001,09/04/2016,25/04/2016,29/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04979693,4,432.44,396,EUR
CAO111500,GEB001,02/09/2015,23/10/2015,29/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04133443,6,1246.38,1130.52,EUR
CAF489100,OOT012,09/08/2015,02/11/2015,05/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04027990,3,115.77,105,EUR
CAL493800,QVU002,07/10/2015,03/11/2015,05/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04293465,2,167.56,158,EUR
CAH696700,FTK001,28/02/2015,31/03/2015,04/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03246708,4,272.98,246,EUR
CAF983600,FTK001,18/08/2015,26/08/2015,30/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04070743,4,390.2,360.8,EUR
CAK576300,LSN001,06/09/2015,20/09/2015,23/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04146083,3,319.59,295.5,EUR
CAF489100,BOK001,30/10/2015,24/01/2016,25/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04387292,1,33.41,31.5,EUR
CAF488200,DAB001,02/06/2015,13/07/2015,18/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03732347,5,515.65,490.8,EUR
CAF488800,RUO001,19/08/2015,25/08/2015,29/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04068362,4,420.7,392.8,EUR
CAF489100,ICZ001,15/11/2014,01/01/2015,05/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02792006,4,208.28,192.6,EUR
CAK216900,OOT005,26/12/2014,19/02/2015,20/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02952823,4,247.16,220,EUR
CAF488900,FTK001,15/02/2016,25/05/2016,28/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04754179,3,560.21,518,EUR
CAV095600,MRO001,12/08/2015,19/08/2015,26/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04046518,7,563.36,511,EUR
CAH696700,FTK001,15/06/2015,12/07/2015,18/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03800321,6,449.82,420,EUR
CAL493800,URS002,02/04/2015,21/04/2015,23/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03413897,2,244.6,224,EUR
CAU883000,TDP001,25/07/2015,06/09/2015,09/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03965522,3,635.55,582,EUR
CAU788200,HAB001,30/03/2015,17/04/2015,21/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03395048,4,450.78,412.8,EUR
CAM967500,PMM001,19/04/2015,25/04/2015,26/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03489474,1,62.82,55.4,EUR
CAH696700,RUM001,16/06/2015,24/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03806210,2,149.94,140,EUR
CAF489100,RUO001,24/11/2014,13/02/2015,14/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02826406,1,55.09,49.5,EUR
CAU788200,PMM001,03/02/2016,18/02/2016,21/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04713169,3,253.36,225.5,EUR
CAK196400,RVL001,17/12/2015,26/12/2015,28/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04558514,2,123.14,116.11,EUR
CAY208400,PMM001,20/03/2016,17/07/2016,22/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04896352,10,1071.8,954,EUR
CAK908400,GEB001,04/08/2015,13/08/2015,14/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04011714,1,97.33,90,EUR
CAI213900,DAB001,05/01/2016,04/03/2016,07/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04588750,3,187.83,172,EUR
CAF393400,JUR001,08/07/2015,08/08/2015,10/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03899413,4,601.32,556,EUR
CAH696700,FTK001,20/01/2015,26/02/2015,01/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03051750,3,157.26,144,EUR
CAG671800,PMM001,11/02/2016,11/03/2016,13/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04731365,2,265.52,232,EUR
CAY208100,QVU001,29/02/2016,05/05/2016,09/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04818072,4,416.7,381.6,EUR
CAL822900,HBD001,29/12/2014,15/05/2015,16/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02955665,1,94.1,79.31,EUR
CAF489100,JUA001,15/10/2015,20/11/2015,22/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04328575,2,120.9,114,EUR
CAK450200,JUR001,07/06/2016,25/09/2016,28/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05227816,3,264.6,240,EUR
CAL017100,JUA001,06/04/2015,21/04/2015,25/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03431204,4,1087.32,1040,EUR
CAM971000,HSU001,13/01/2015,11/04/2015,16/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03014627,5,428.25,396,EUR
CAK965700,TUG001,16/03/2016,16/04/2016,19/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04888993,3,290.1,265.65,EUR
CAV952500,PNE002,24/01/2016,30/03/2016,04/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04666349,5,512.62,474,EUR
CAF488700,QVU001,07/01/2016,26/03/2016,28/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04594954,2,155.73,144,EUR
CAF488900,HBD001,16/05/2016,09/09/2016,12/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05122089,3,460.99,392,EUR
CAV313700,PIV001,01/02/2016,06/05/2016,07/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04697690,1,95.02,90,EUR
CAF983100,IBB001,20/03/2015,11/05/2015,15/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03354510,4,519.12,466.4,EUR
CAF488900,QVU001,09/02/2015,14/02/2015,17/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03150973,3,337.44,312,EUR
CAV952500,GTP001,02/02/2016,20/07/2016,23/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04700858,3,355.99,326,EUR
CAK965700,KNI002,05/01/2016,09/05/2016,13/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04597203,4,383.08,354.2,EUR
CAF489100,PRE004,10/09/2014,20/03/2015,24/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02525279,4,226.95,214,EUR
CAF489100,RUO001,10/02/2016,17/03/2016,22/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04733379,5,265.37,243,EUR
CAF489100,SPT002,12/01/2016,25/05/2016,29/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04621520,4,463.02,424,EUR
CAK445800,OOT002,31/10/2015,11/12/2015,13/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04391591,2,137.44,129.6,EUR
CAV095800,SLX001,22/03/2016,29/09/2016,04/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04907703,5,273.91,235,EUR
CAF394600,GEK001,29/01/2016,13/02/2016,15/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04687235,2,167.08,153,EUR
CAF392700,HBD001,10/03/2016,24/06/2016,26/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04858247,2,477.74,435.6,EUR
CAF393300,PMM001,05/04/2016,25/04/2016,28/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04963031,3,281.43,250.5,EUR
CAP633500,GET001,09/05/2016,19/05/2016,20/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05102149,1,305.29,292,EUR
CAF488900,PMM001,16/09/2015,26/09/2015,27/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04193371,1,202.57,182,EUR
CAF489100,OOT005,05/08/2015,23/08/2015,28/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04015632,10,843.6,780,EUR
CAY208300,RFA001,03/04/2016,21/07/2016,27/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04951260,6,693.04,640.8,EUR
CAG671700,SLO001,09/06/2016,03/08/2016,04/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05245966,1,75.05,68.73,EUR
CAK196400,LOH003,11/04/2015,05/08/2015,06/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03458425,1,66.73,61.11,EUR
CAG671700,HBD001,30/07/2015,25/08/2015,28/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03988809,3,239.16,219,EUR
CAL993900,INN001,15/10/2015,21/10/2015,24/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04329254,3,519.54,489.9,EUR
CAF393300,FOP001,01/10/2015,02/11/2015,03/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04266489,1,57.27,54,EUR
CAF393300,JUR001,27/02/2015,29/03/2015,03/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03246191,5,354.91,325,EUR
CAF489100,OOT005,13/08/2015,23/11/2015,26/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04050454,3,170.34,156,EUR
CAF393400,JUR001,24/10/2015,01/11/2015,02/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04360802,1,109.15,99,EUR
CAV313700,PIV001,29/09/2015,04/10/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04256144,1,94.1,90,EUR
CAL822900,JUR001,02/04/2015,16/05/2015,18/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03417653,2,166.82,151.31,EUR
CAF489100,NYA001,03/04/2016,07/07/2016,10/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04948685,6,576.56,528,EUR
CAL493800,ABT012,17/06/2015,03/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03809356,2,280.6,262,EUR
CAF489100,MGA001,10/03/2015,01/07/2015,07/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03296167,6,532.12,492,EUR
CAM967500,PRE004,19/12/2014,07/03/2015,10/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02930292,6,301.38,276,EUR
CAH696700,RVL001,27/02/2016,05/03/2016,06/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04811982,2,106.94,98.88,EUR
CAK196400,RVL002,13/01/2015,08/02/2015,14/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03016905,6,324.48,300,EUR
CAI308700,FTK001,09/03/2015,15/03/2015,20/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03286566,5,471.54,436,EUR
CAK908400,RXL001,05/03/2015,24/03/2015,27/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03271373,3,242.43,222,EUR
CAK576300,HSU001,07/03/2016,08/05/2016,10/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04845514,2,219.5,201,EUR
CAM967500,JUR001,30/03/2016,21/08/2016,25/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04940354,8,529.2,480,EUR
CAF489200,LZB001,15/01/2015,12/04/2015,15/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03027505,3,307.2,276,EUR
CAF983600,FTK001,27/07/2015,24/08/2015,27/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03970141,3,292.65,270.6,EUR
CAF983200,GLW001,16/03/2016,24/03/2016,28/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04886990,4,679.72,605,EUR
CAH785100,HLS001,12/11/2015,06/12/2015,11/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04438265,5,254.5,240,EUR
CAF967900,NEH001,29/02/2016,04/04/2016,05/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04818739,1,103.28,95.5,EUR
CAG671700,FTK001,10/03/2015,20/03/2015,22/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03295051,2,120.12,110,EUR
CAL493800,GEK001,16/10/2015,27/11/2015,29/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04332630,2,167.56,158,EUR
CAK908400,PRE004,22/06/2015,13/07/2015,16/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03827444,6,604.02,564,EUR
CAG671400,GET001,14/05/2015,27/09/2015,30/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03632282,6,779.64,713.94,EUR
CAF489100,BOK001,16/11/2015,07/03/2016,10/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04448968,3,111.36,105,EUR
CAF489200,LZB001,07/03/2016,22/07/2016,23/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04843629,1,114.66,105,EUR
CAF489100,RUO001,14/01/2016,17/02/2016,21/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04632596,4,226.7,207.6,EUR
CAF489100,PRE004,15/02/2015,19/07/2015,23/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03178075,4,337.44,312,EUR
CAK576300,GTP001,28/03/2016,18/07/2016,23/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04925038,5,446.51,405,EUR
CAV096300,DLF001,05/04/2016,14/06/2016,20/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00729493,6,439.44,408.32,EUR
CAK965700,FTK001,17/05/2015,15/07/2015,20/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03646663,5,323.95,296.65,EUR
CAF489100,SPT002,29/09/2015,18/10/2015,21/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04253761,3,286.32,270,EUR
CAG929300,OOT015,11/01/2016,17/01/2016,18/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04611287,1,49.8,45.6,EUR
CAN554800,PMM001,07/01/2015,07/05/2015,09/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02982613,2,151.88,128,EUR
CAK965700,ODV001,10/04/2015,02/05/2015,06/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03457465,4,336.32,308,EUR
CAK535300,PMM001,21/01/2016,14/03/2016,18/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04646012,4,292.12,260,EUR
CAF393800,PIV001,09/04/2015,21/04/2015,24/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03450134,3,305.61,277.2,EUR
CAT164100,TBQ001,12/03/2016,02/04/2016,05/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00707313,3,412.28,383.06,EUR
CAF393400,PTI005,15/10/2015,22/10/2015,24/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04328267,2,328.75,310,EUR
CAI213900,PRE004,04/03/2015,17/03/2015,18/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03263432,1,58.97,54,EUR
CAO111500,SLX001,03/11/2015,28/11/2015,30/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04398300,2,349.96,330,EUR
CAF488500,JUR001,16/01/2015,08/02/2015,10/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03035611,2,345.02,330,EUR
CAN553300,GTP001,07/05/2016,23/09/2016,25/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05097402,2,235.88,208,EUR
CAV519500,HIE013,07/01/2016,25/04/2016,28/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04608285,3,443.4,420,EUR
CAN543700,ESD003,20/10/2015,05/11/2015,10/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04347862,5,512,460,EUR
CAF489100,OOT005,26/08/2015,06/01/2016,10/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04100742,4,231.06,207.6,EUR
CAF489000,ODV001,25/05/2015,12/07/2015,15/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03692800,6,762.99,723.06,EUR
CAG929300,SLX001,23/06/2015,04/07/2015,06/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03831798,2,175.2,162,EUR
CAF489100,GET001,26/08/2014,10/01/2015,13/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02463165,3,170.29,159,EUR
CAL017100,HBD001,27/02/2015,17/03/2015,21/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03239016,4,921.28,840,EUR
CAH696700,TUG001,27/05/2015,04/12/2015,07/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03704993,3,163.53,148.32,EUR
CAK576300,JUR001,26/09/2015,10/10/2015,11/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04241799,1,112.35,107,EUR
CAK438900,PMM001,11/02/2016,01/03/2016,03/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04730196,2,69.4,61.2,EUR
CAK196400,URS001,27/11/2015,21/12/2015,22/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04492671,1,58.33,55,EUR
CAF489100,OOT012,28/04/2015,12/06/2015,15/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03543384,3,337.43,312,EUR
CAF489100,PRE004,02/09/2015,29/01/2016,02/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04128802,4,231.06,207.6,EUR
CAG671300,HBD001,09/09/2015,17/09/2015,20/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04162798,3,424.57,388.8,EUR
CAF394600,UTS001,25/12/2014,17/01/2015,25/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02949348,8,647.12,576,EUR
CAV952500,LLD002,25/06/2015,02/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03845725,3,366.63,339,EUR
CAK536700,UNG003,02/12/2015,05/03/2016,12/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04507917,7,415.73,392,EUR
CAM967500,PMM001,28/02/2016,05/03/2016,07/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04813754,2,104.32,92,EUR
CAI213900,FTK001,16/09/2015,18/03/2016,20/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04193397,2,105.84,96,EUR
CAK196400,BBH001,16/01/2015,10/08/2015,13/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03033513,3,202.11,183.33,EUR
CAK196400,RHD005,06/05/2015,03/08/2015,05/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03584520,2,133.46,122.22,EUR
CAF394600,PRE004,14/11/2014,10/03/2015,12/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02786892,2,211.98,196,EUR
CAF393400,LUK001,12/06/2016,25/07/2016,29/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05252102,4,584.04,548,EUR
CAF489100,OOT012,18/09/2015,13/10/2015,18/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04206464,5,521.28,482,EUR
CAF488900,URS001,09/04/2015,01/05/2015,08/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03447464,21,2994.24,2742,EUR
CAH696700,FTK001,19/05/2016,09/07/2016,10/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05144493,3,227.1,210,EUR
CAK450200,JUR001,12/02/2016,12/03/2016,13/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04746045,1,60.64,55,EUR
CAP633500,UTS001,05/11/2015,16/11/2015,20/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04411186,4,1097.36,1060,EUR
CAN543800,OOL001,04/05/2015,29/05/2015,30/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03574946,1,118.97,110,EUR
CAL822900,PRE004,16/06/2016,05/10/2016,08/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05276261,3,350.15,324.22,EUR
CAV952500,FTK001,17/02/2016,18/03/2016,22/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04762360,4,298.48,276,EUR
CAF489100,URS001,05/10/2014,06/01/2015,09/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02629009,3,165.45,156,EUR
CAF489100,INN001,18/08/2015,24/09/2015,30/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04067289,6,668.3,612,EUR
CAL822900,FTK001,13/05/2015,04/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03625622,1,73.16,67,EUR
CAK536700,TBQ001,03/04/2016,08/07/2016,09/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04942859,1,81.57,74.7,EUR
CAG671300,RVL002,20/12/2014,22/04/2015,25/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02934971,3,378.53,350,EUR
CAF489100,PRE004,03/02/2015,02/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03120914,3,273.62,258,EUR
CAV095600,PRE004,02/06/2016,06/07/2016,15/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05197024,9,717.48,657,EUR
CAH696700,INT001,27/02/2015,08/04/2015,13/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03243930,5,360.35,330,EUR
CAG929300,GEK001,01/03/2016,31/07/2016,11/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04823357,11,927.1,849,EUR
CAK536700,SLX001,27/06/2015,01/07/2015,08/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03848901,7,552.65,511,EUR
CAK450200,PRE004,08/09/2015,30/09/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04156492,5,360.35,330,EUR
CAK965700,TJS001,09/09/2015,25/09/2015,26/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04162831,1,83.28,77,EUR
CAN554800,HOC002,01/07/2015,07/08/2015,11/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03869564,4,249.16,230.4,EUR
CAI213900,INN001,06/04/2015,19/04/2015,22/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03428021,3,347.25,318,EUR
CAG671300,SOO002,28/09/2015,01/01/2016,05/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04249971,4,485.36,448.8,EUR
CAV952500,FTK001,05/07/2015,11/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03883574,5,590.76,541,EUR
CAK196400,PIV001,17/09/2015,15/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04203732,1,97.34,90,EUR
CAW423800,PMM001,29/05/2016,01/09/2016,02/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05187917,1,51.03,45,EUR
CAU502100,LIC001,08/10/2015,17/10/2015,21/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04299462,4,509.04,480,EUR
CAF488300,ESN001,31/03/2015,22/05/2015,24/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03402823,2,723.48,692,EUR
CAG671400,PTI005,04/09/2015,11/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04141010,4,519.76,475.96,EUR
CAL404900,SPT002,21/07/2015,23/08/2015,24/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03948983,1,101.12,93.5,EUR
CAN554800,PRE004,18/09/2015,29/09/2015,01/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04204029,2,141.12,128,EUR
CAG929300,GEB001,06/06/2015,29/07/2015,04/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03759081,6,393.14,360,EUR
CAV094700,PIV001,20/04/2016,05/05/2016,10/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05023646,5,402.4,365,EUR
CAF489100,SPT002,04/01/2016,15/01/2016,18/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04592859,6,338.82,298.8,EUR
CAO705800,PMM001,16/08/2015,10/10/2015,17/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04063243,7,674.16,594.5,EUR
CAK184800,QVU001,02/02/2015,14/08/2015,17/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03114139,3,410.4,387,EUR
CAF489200,OOT005,01/06/2015,20/07/2015,24/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03726311,4,367.72,340,EUR
CAK536700,FTK001,18/09/2015,27/10/2015,28/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04207096,1,78.95,73,EUR
CAK908400,RLB001,03/03/2015,16/07/2015,17/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03259646,1,158.48,129,EUR
CAF963200,MKV001,19/06/2015,07/07/2015,09/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00507232,2,488.84,454.19,EUR
